IDLink,SentimentTitle,SentimentHeadline
tFrqIR6Chj,0.16446318612413968,-0.007251377507279959
DVAaGErjlF,-0.15467766200873226,-0.005051998103979652
OT9UIZm5M2,0.02446308084711868,-0.04493747093018878
lflGp3q2Fj,-0.10070674239523734,-0.08311562307252619
zDYG0SoovZ,-0.11805352094215874,0.08070181018701954
xwr9uOYgEj,0.016807235772165467,0.03880181635583233
X8BqN4I4xZ,0.005509773489367368,0.015724638131581894
ESXBINkNt4,0.04181743476156924,0.00855969910979612
uUjZusP8FU,-0.04634694305010209,0.04718419169130721
VIxYwukhvK,0.05202156560377255,0.10743783899792121
l3Dpj2u50Q,0.00148221664627149,0.0292520965431427
jfyxBOF13g,0.032698056428914886,-0.0678128140709628
IYcbOcTf6P,-0.08315983640270806,-0.156702934123433
hTe22HCWtU,-0.03331353735376559,-0.023691981423943523
FqhiT2wNpN,0.009305876292233731,-0.07704267664641808
CjvbpYX11C,-0.0528688438269444,-0.08585971143658244
JQWiOBrh9Z,-0.001704984434608846,-0.028505351005659017
pWqQHVfXv3,0.004393321086278867,-0.012422002217513857
PuMC340lVv,-0.07506031795349882,-0.08774060791795471
Gu0df3QxHX,-0.108394683921912,0.03314063956025718
buyxHRAB2O,-0.09872785838177216,0.02567357357290383
BhOcTD5Su2,0.06333077032369232,0.00978926833304571
eLjGHMUAdd,0.08462263974434148,0.017700367286375664
lvvPy5NP6d,-0.005670957597718042,-0.055972409768249055
cyDWoQL2lO,-0.09806798944688641,0.04197424808649954
NSq5fdSi1G,0.0015356975171576213,-0.050869864642528705
85qWIc2blh,-0.05408281374453461,-0.040009714370630035
golUOJ8mlJ,-0.0011103684491529106,-0.030923172750090287
ENZFgK1N2B,-0.16082852190979427,-0.03184526139772064
3UlWbFDlN3,0.011993466077590175,0.29450206886705166
B66KUMjyM6,-0.01751066845233385,0.0019782952269856145
XUOaACxkex,-0.14048247394883942,-0.11938523238754704
90LQYGOLJe,-0.00348081471840966,0.01575168789433347
66u6kjadpY,-0.04694117832701867,0.026318268994103635
qG3hUONMbq,-0.02514117164632403,0.07490128129376533
Cfxeb52jkH,0.039880639116773905,0.06251449351319896
qKSt9gOTzv,-0.01985825591227452,0.12721406493010448
MVaKNVVTfV,-0.006548567260481901,-0.013601281212543087
AiSOqy1D6E,-0.024798938157540473,-0.005355384140428637
h3YeKl4iEa,-0.04046511740322898,0.0858639979543127
qH75SbjLV5,-0.3070162907358564,-0.12921036339183756
8tMtfUiIvY,-0.011729407558709323,-0.1027648570465817
lRECMiFvsF,-0.025765024819451976,0.1261978146477013
2Jv7ADWzps,-0.00317265835964265,0.05253809800288061
RXHuXSKdN1,0.052395988150819535,-0.048775054828511584
72eBI05rkC,0.01639622842944205,-0.0712417095361083
aZAL2OUopN,0.060122424557537385,-0.05766220440882341
SrQmSub7Su,0.18500038351385864,-0.1458256337975876
jGl5QVFq62,-0.27210987298775724,0.008698423488284555
gNFOSMIprN,-0.006698850413430649,0.24944021648994877
z1FwdySC8b,0.03544750764296852,-0.0038009844402130816
NUixgOQ2Ds,0.14434603405012283,-0.003742205311507012
kVzfO1qEF6,-0.008546971115280532,0.29450206886705166
JqWJong3uG,0.11796074661865172,0.01851378499365642
oOFTvBzN9n,-0.25429683705580325,0.06191375059234995
KqhQzWHMkP,-0.0913310069607692,-0.07885845632542311
EHNlCODnUb,-0.03307183055314263,-0.15101889412656802
utdMIMlFt6,0.032827446516909616,0.01380893168844119
reov8NCxVE,-0.17642058113768921,0.00911526566047221
IjgEHgi6C0,0.1926576927009047,-0.3393758471035943
PPA17wNSo4,-0.16343739811168997,0.22684576627795697
kDcqBZfL6Z,0.027538236998782745,-0.1507804462088816
5vrwpTkFX0,0.033912135539019866,-0.016050537674772346
e1Am2LcL6q,-0.11162666061717293,0.24715022477367898
BCW4uDI79i,0.008708717329861579,-0.10490275540931664
GhsAvQxufi,-0.00268946943304104,0.07776146757142198
TUXlr8j0Jf,-0.1720534838282008,-0.062015457808196936
F6Kurxkhsb,-0.01017245141066803,0.020005477411555995
pu7m9l8IdZ,-0.06063280448176377,-0.04131232044679547
NtSa3fslCm,0.031607994600814586,0.013032226474674696
ADOyfjBWka,-0.0928933590104888,-0.06013818754096458
WeHmCsxgjd,0.1331098577738234,-0.09530072909192817
xTSrOtLZ4q,0.23925511829925,-0.12178905648962197
MYH193fCKu,0.013671824493646782,0.010524444046568705
u1y4r8TwIU,-0.18276284300424486,-0.1202237556724979
g4tFzvqcI5,0.048419726215809186,0.020736586400320153
j513X7mPrJ,-0.24220178967033731,-0.006839779037515089
amshiZe6UY,-0.005759073040773283,-0.058429147532504486
tgkeH242IX,0.0008224760657106664,0.010304914497070442
nXPSgZYl9a,-0.027624470065945005,0.10807271037982073
kpLPkLUhyO,-0.2248721207625636,-0.12142194045751169
4ktjkm3BNk,0.12452603964326844,-0.0978730487188962
RTyrdJQ8Dp,-0.1702848341105534,0.03979031721630609
CtG8GweoIq,0.0457234448727842,0.02926172377640703
L00akWwk2x,0.02398643122341015,0.0694793316659979
LXyTK4jVyA,0.10378557862460729,-0.08505234026188967
UnXhPiKpzD,-0.0030961670930240506,-0.020913050394534238
DGNEQufSrb,-0.1164376576037251,-0.15705347803701933
zOPdNMW9uC,-0.0013537520697748662,-0.012069479092981386
yHBHcgAO8N,0.16948347556303012,-0.0074720662895355885
xyU9kiwWzl,0.1975740128958977,0.11186564400025643
jZy8EjJOi5,-0.3313763427412935,0.035927066266428206
3vijCSykZr,0.1324215126191047,-0.14589542572214667
wStjauGkW0,-0.050892111036989034,0.15802356023962558
7QoNAvMsTn,-0.06910363676093882,0.0038183777986864832
N1NxBOTzKi,0.03567716564711439,-0.06931629344520755
nZ1IOjSdX7,0.08467754933418832,0.023175517456820758
BGvgVb2nDS,-0.017800573736375187,-0.08016886380865759
zIFz5L7kIi,-0.19214366395686752,-0.002586706700258587
tHvqpzKhvW,0.07098001697998234,-0.02983574400615839
sKK9ufsJu4,-0.0312439310286603,-0.3134925957546756
h17Y5wYLUn,-0.002026697188760969,-0.036803147089996845
NORFZleWew,0.235238387729375,-0.12178905648962197
9b7ebNWMrL,-0.041816573748090516,-0.050995733412783524
0wkZI3AtiF,0.050942617366130365,-0.05490810785288927
dzGkGtpvn5,-0.08759957522626755,-0.019441966972357737
5vLx92dYUQ,0.03567716564711439,-0.06931629344520755
irmnquODRc,-0.20280551985419545,-0.0768393399601267
bIemEY29YW,-0.1776540261973002,-0.11958156799962279
swbl6Zw1pp,0.005031439202976045,-0.1548432071011042
GTmEYY8eNn,-0.1598200464039286,0.06994109841855584
Q4NRtcRi7U,0.06418001920989125,0.24523105828487282
cOLQnQtHOw,-0.05122111038604634,-0.06557045021456283
sQj3IZFgiJ,0.23741095376478208,-0.1750043835936873
Q4kqirCmVk,-0.07293891515623324,-0.0775874231209684
OzNPINYjW8,-0.007813187469777329,-0.04979613226675631
YPT11fE9jW,0.034995511233524165,0.06323652433711965
6Y5eHAo9mi,-0.005909958496419924,0.019101018399328647
LWAiHRen4A,-0.0392989254610284,-0.11191826283893393
cXs2WsDsZs,0.07591412357808727,-0.07248451889332544
JRGyEYK1qR,0.025380007546941266,-0.009219619099031021
pscU1VfZmn,-0.06866937634809885,0.0009873257040593612
e5kAtxV6y6,0.007437688913493879,-0.1410787856460407
ngDdeCUV6a,-0.06784998652261866,-0.00833574646308495
2DzN9LsPHh,-0.07543686341377114,-0.1839834396627787
X9CsGVrY1Z,-0.2716666566008267,-0.1609561443739814
hWN86xaIMQ,-0.020758518986560816,0.002110967351994609
lqz7qAtAN4,0.03373190447403214,0.06094775931032271
CQjSgOM2jK,0.03526446230279255,0.06094775931032271
WobbaGvRfu,0.11034584788068433,0.05469879555345724
hwMCvUGPUL,0.02118224142525359,0.059260620006400484
u2BIxtNi9i,0.1796616497991431,0.037250990392526995
E3NfFvOauk,-0.009201714301595103,-0.022101829770614766
ani3ifFzdd,0.00148221664627149,0.0292520965431427
aCHYrPldp8,0.0013651207769820254,0.13415209173223333
avJJQp0YSB,0.2415723042766236,-0.1703198044030758
T0PEWKKN3O,0.23780419864027733,-0.09740845345341699
INtssIfcnc,-0.08506719916116583,0.09516057319921938
3SPnYFulNh,0.009374240539165869,0.11599125200223748
MZ2cm5gdrg,-0.13011145825493778,0.16953668214027678
daxkkMq6i9,0.2415723042766236,-0.18653264550032728
bxBlOnQCpz,-0.04947837893075868,0.02243503909525529
DOJNka3ObI,-0.00860571287730333,0.28494037253744015
OinulvW3Sz,-0.035586855830452915,-0.07693966904185295
gXvoVOmBsS,0.04299267111503118,0.15769237638158035
m7nDReJLOi,-0.1294075935560687,-0.011079118661430855
VW5Ydtr6Ye,0.04044448607048782,0.10148184425843007
SaXWh1kTni,0.018687536094093127,-0.004028825445552202
mWx5SV05li,-0.055607090366771035,0.02187799487355537
uIUE3if0cq,0.05694180682235296,-0.1333226317872403
LVCtl0wN2R,-0.040663706232247895,-0.11854709541474924
im3BtCOYPf,-0.27026570845328934,0.051083694129746976
7XN3AlgNMl,-0.07594880426719507,0.06112868915969491
CMseQ3X2nX,-0.14835921781862135,0.1279242349028185
3rT5KAbl71,-0.11814498880619295,0.04212043303528863
J4BicMNrhF,-0.11525422931385922,0.07965008646672192
ycvH9It0sO,-0.11144077300128596,0.009228117213128799
Rl4LUp69w7,-0.11212803052769023,-0.05967093799237706
re0L8pWbak,0.03206171106154043,-0.016611422717344514
wIor1QhQNC,0.35068833424919665,-0.06882742481283587
S98p53dtPC,-0.06654780164826614,0.025349340072526688
TBxoloxM7r,0.030474340114604915,0.17624873082003056
SgKzR6x82M,0.06199164213696224,-0.09794174165395104
26cHGinB7q,-0.01770795651802406,-0.04784992765448644
BI4bcoaUkC,-0.17835290529966263,0.034334987287421403
YIjsSIAPN2,-0.008318215833197811,0.15115645771327343
eWEE7x7IFu,-0.024938377414369668,-0.006924321314368358
4OgN2Eiix0,-0.2520741985036239,0.09298157579249522
7EasNkNv7Y,-0.015826090530999436,0.013852566599572675
CgxHF8bNGu,-0.03839244898562836,-0.004223693956583839
CAAJwvX62W,-0.051186949474783104,-0.059900259848451196
FOVHaR90ON,-0.25332455037704193,0.0925611606919994
Fh3E1yM5P3,-0.08515794474864269,-0.061553950291543494
XatCGZUXKP,-0.0013537520697748662,0.01558441068010844
AwGSwzxluE,-0.007250062923203568,0.024195892289670073
ruPrGBEkYP,0.042619750864089076,-0.018893468775443973
IMnMFQkENJ,0.056473013181908886,0.10094038383370635
tRNN8oaHBx,0.015048863917334265,0.01148264575229057
8NRKoTDhFp,-0.03975296571341648,-0.07362780925782851
bofTLzQkUE,0.038367131368164616,-0.012326121816299976
74vMDf4co4,-0.11569434117171513,0.12718508049068525
U6kZpaRFMf,-0.09444217275023402,0.016494038115004186
BcqYTxDGs7,-0.2520741985036239,0.0840360233159125
SUB3B1Beed,-0.08682491932055973,0.02489477541331871
JEFDoD3FY1,-0.10274044115274589,0.11552714490027348
PYfNcILRTJ,0.026515037655343392,-0.22046195461147108
OQdjGTnYfU,0.003277715362190339,-0.059334370348932075
zzzL6N4Bks,0.01737880978158082,0.008002906279835693
BOuQEqffJs,0.05082807911051737,-0.12512452257279522
xzEHn2cH93,-0.037236566787146166,0.10223320049089525
yQSGXrtYRe,-0.019983025102841563,-0.011915920823334807
WeZxXJDXzm,-0.22162383497858204,-0.040236621449855195
gQakgdMVmJ,-0.019489285905636998,-0.04029711319069667
k7spceAiOT,-0.04737901452491608,-0.07187982867221739
3CsvLo0Nzo,-0.13568526244177428,-0.15317674813971674
o9Vnj0Ajam,0.007529818930162642,0.24920378593757775
fInKy7OLAU,-0.1296861588933249,0.11889424379115617
936BjW6DEB,0.04488581467717316,-0.02741165249417859
zL7P81XYKu,-0.037339358850065354,0.10147935888544278
